instructor,class_name,year,month,year_month,total_classes_taught,total_revenue,avg_revenue_per_class,avg_attendance_per_class
Instructor_50,Performance WS w/ Switchvilla,2023,June,2023-06,3,245.0,81.66666666666667,2.3333333333333335
Instructor_50,Popping,2023,April,2023-04,3,759.0,253.0,6.666666666666667
Instructor_50,Popping,2023,August,2023-08,1,201.0,201.0,6.0
Instructor_50,Popping,2023,February,2023-02,4,768.0,192.0,6.0
Instructor_50,Popping,2023,January,2023-01,4,882.0,220.5,6.5
Instructor_50,Popping,2023,March,2023-03,4,935.0,233.75,7.0
Instructor_50,Popping,2023,October,2023-10,3,604.0,201.33333333333334,5.0
Instructor_50,Popping,2023,September,2023-09,4,965.0,241.25,6.25
Instructor_50,Popping,2024,April,2024-04,3,154.98,51.66,1.3333333333333333
Instructor_50,Popping,2024,March,2024-03,3,55.0,18.333333333333332,2.0
Instructor_50,Popping Level 2,2023,April,2023-04,3,366.0,122.0,3.0
Instructor_50,Popping Level 2,2023,February,2023-02,1,86.0,86.0,3.0
Instructor_50,Popping Level 2,2023,March,2023-03,4,452.0,113.0,3.0
Instructor_50,Popping Trial,2024,January,2024-01,1,0.0,0.0,2.0
Instructor_51,ADV.  Choreography (Ages 13+),2023,April,2023-04,1,361.0,361.0,19.0
Instructor_51,ADV.  Choreography (Ages 13+),2023,February,2023-02,2,324.25,162.125,10.5
Instructor_51,ADV.  Choreography (Ages 13+),2023,January,2023-01,2,713.25,356.625,20.0
Instructor_51,ADV.  Choreography (Ages 13+),2023,July,2023-07,1,221.66666666666666,221.66666666666666,15.0
Instructor_51,ADV.  Choreography (Ages 13+),2023,March,2023-03,2,550.0,275.0,16.5
Instructor_51,ADV.  Choreography (Ages 13+),2023,May,2023-05,2,513.2666666666667,256.6333333333333,16.0
Instructor_51,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,244.7,244.7,12.0
Instructor_51,ADV.  Choreography (Ages 13+),2024,October,2024-10,1,279.05,279.05,19.0
Instructor_51,Hip Hop 1A (9 - 13),2023,February,2023-02,1,129.60000000000002,129.60000000000002,7.0
Instructor_51,INT. Choreography (Ages 13+),2023,February,2023-02,1,442.5,442.5,25.0
Instructor_51,INT. Choreography (Ages 13+),2023,October,2023-10,2,324.8333333333333,162.41666666666666,15.0
Instructor_51,INT. Choreography (Ages 13+),2023,September,2023-09,1,187.26666666666665,187.26666666666665,13.0
Instructor_51,INT. Choreography (Ages 13+),2024,August,2024-08,1,563.4666666666667,563.4666666666667,28.0
Instructor_51,Performance WS w/ Erika Tyrell,2023,July,2023-07,3,1190.0,396.6666666666667,12.333333333333334
Instructor_51,Performance WS w/ Erika Tyrell,2023,June,2023-06,4,735.0,183.75,6.5
Instructor_52,ADV.  Choreography (Ages 13+),2023,December,2023-12,1,285.4166666666667,285.4166666666667,17.0
Instructor_52,ADV.  Choreography (Ages 13+),2023,February,2023-02,1,155.0,155.0,8.0
Instructor_52,ADV.  Choreography (Ages 13+),2023,November,2023-11,1,382.73333333333335,382.73333333333335,26.0
Instructor_52,ADV.  Choreography (Ages 13+),2023,October,2023-10,1,86.73333333333333,86.73333333333333,7.0
Instructor_52,ADV.  Choreography (Ages 13+),2023,September,2023-09,1,209.46666666666667,209.46666666666667,19.0
Instructor_52,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,352.4,352.4,19.0
Instructor_52,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,42.0,42.0,3.0
Instructor_52,ADV.  Choreography (Ages 13+),2024,October,2024-10,2,165.0,82.5,4.0
Instructor_52,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,190.3,95.15,5.0
Instructor_52,BEG. Choreography (Ages 13+),2023,August,2023-08,2,831.3999999999999,415.69999999999993,23.0
Instructor_52,BEG. Choreography (Ages 13+),2023,December,2023-12,2,607.0333333333333,303.51666666666665,16.5
Instructor_52,BEG. Choreography (Ages 13+),2023,July,2023-07,3,1535.65,511.8833333333334,29.0
Instructor_52,BEG. Choreography (Ages 13+),2023,June,2023-06,2,695.2666666666667,347.6333333333333,21.0
Instructor_52,BEG. Choreography (Ages 13+),2023,March,2023-03,1,451.25,451.25,22.0
Instructor_52,BEG. Choreography (Ages 13+),2023,May,2023-05,3,762.5166666666667,254.17222222222222,16.666666666666668
Instructor_52,BEG. Choreography (Ages 13+),2023,October,2023-10,2,888.6166666666666,444.3083333333333,23.5
Instructor_52,BEG. Choreography (Ages 13+),2023,September,2023-09,2,802.0999999999999,401.04999999999995,22.5
Instructor_52,BEG. Choreography (Ages 13+),2024,August,2024-08,2,912.7708333333333,456.38541666666663,22.5
Instructor_52,BEG. Choreography (Ages 13+),2024,July,2024-07,2,774.7833333333333,387.39166666666665,19.5
Instructor_52,BEG. Choreography (Ages 13+),2024,June,2024-06,1,431.95,431.95,21.0
Instructor_52,BEG. Choreography (Ages 13+),2024,May,2024-05,2,680.9916666666667,340.49583333333334,17.0
Instructor_52,Body Awareness,2024,April,2024-04,2,430.0,215.0,7.0
Instructor_52,Body Awareness,2024,February,2024-02,4,1195.0,298.75,9.25
Instructor_52,Body Awareness,2024,January,2024-01,2,715.0,357.5,11.5
Instructor_52,Body Awareness,2024,March,2024-03,3,680.0,226.66666666666666,8.333333333333334
Instructor_52,Body Awareness Trial,2024,January,2024-01,1,30.0,30.0,10.0
Instructor_52,Body Awareness Trial,2024,March,2024-03,1,90.0,90.0,6.0
Instructor_52,Body Awareness Trial,2024,May,2024-05,1,0.0,0.0,2.0
Instructor_52,INT. Choreography (Ages 13+),2023,May,2023-05,1,275.51666666666665,275.51666666666665,15.0
Instructor_52,INT. Choreography (Ages 13+),2023,October,2023-10,1,207.45,207.45,14.0
Instructor_52,INT. Choreography (Ages 13+),2023,September,2023-09,1,159.93333333333334,159.93333333333334,11.0
Instructor_52,INT. Choreography (Ages 13+),2024,April,2024-04,2,654.9708333333333,327.48541666666665,18.0
Instructor_52,INT. Choreography (Ages 13+),2024,February,2024-02,2,572.3166666666666,286.1583333333333,18.0
Instructor_52,INT. Choreography (Ages 13+),2024,January,2024-01,2,532.7833333333333,266.39166666666665,16.5
Instructor_52,INT. Choreography (Ages 13+),2024,March,2024-03,2,628.65,314.325,17.5
Instructor_52,KPOP Dance Covers (ages 13+),2024,April,2024-04,1,854.1291666666666,854.1291666666666,43.0
Instructor_53,ADV.  Choreography (Ages 13+),2023,April,2023-04,1,190.5,190.5,18.0
Instructor_53,ADV.  Choreography (Ages 13+),2023,August,2023-08,2,489.6333333333333,244.81666666666666,15.5
Instructor_53,ADV.  Choreography (Ages 13+),2023,December,2023-12,2,246.63333333333333,123.31666666666666,9.0
Instructor_53,ADV.  Choreography (Ages 13+),2023,July,2023-07,3,1102.6166666666668,367.53888888888895,21.666666666666668
Instructor_53,ADV.  Choreography (Ages 13+),2023,June,2023-06,3,724.5833333333333,241.52777777777774,16.0
Instructor_53,ADV.  Choreography (Ages 13+),2023,May,2023-05,5,883.9833333333333,176.79666666666668,15.8
Instructor_53,ADV.  Choreography (Ages 13+),2023,November,2023-11,4,532.15,133.0375,10.0
Instructor_53,ADV.  Choreography (Ages 13+),2023,October,2023-10,3,806.8833333333333,268.9611111111111,16.333333333333332
Instructor_53,ADV.  Choreography (Ages 13+),2023,September,2023-09,3,470.41666666666663,156.80555555555554,11.333333333333334
Instructor_53,ADV.  Choreography (Ages 13+),2024,April,2024-04,3,572.6,190.86666666666667,10.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,August,2024-08,3,583.4666666666667,194.4888888888889,10.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,February,2024-02,1,267.4708333333333,267.4708333333333,15.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,318.1333333333333,159.06666666666666,10.5
Instructor_53,ADV.  Choreography (Ages 13+),2024,July,2024-07,3,792.7,264.23333333333335,14.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,June,2024-06,3,762.3875,254.1291666666667,14.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,March,2024-03,3,550.3166666666666,183.43888888888887,10.666666666666666
Instructor_53,ADV.  Choreography (Ages 13+),2024,May,2024-05,2,262.00416666666666,131.00208333333333,8.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,36.9,36.9,3.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,October,2024-10,2,151.60000000000002,75.80000000000001,4.0
Instructor_53,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,191.0,95.5,5.5
Instructor_53,INT. Choreography (Ages 13+),2023,April,2023-04,3,554.0,184.66666666666666,11.666666666666666
Instructor_53,INT. Choreography (Ages 13+),2023,February,2023-02,2,221.25,110.625,8.0
Instructor_53,INT. Choreography (Ages 13+),2023,January,2023-01,2,278.5,139.25,11.0
Instructor_53,INT. Choreography (Ages 13+),2023,March,2023-03,3,574.0,191.33333333333334,13.0
Instructor_53,INT. Choreography (Ages 13+),2023,September,2023-09,1,169.66666666666666,169.66666666666666,11.0
Instructor_53,INT. Choreography (Ages 13+),2024,August,2024-08,1,152.5,152.5,8.0
Instructor_53,KPOP Dance Covers (ages 13+),2023,August,2023-08,1,437.68333333333334,437.68333333333334,22.0
Instructor_53,KPOP Original Choreo (ages 13+),2023,June,2023-06,1,448.96666666666664,448.96666666666664,23.0
Instructor_53,KPOP Original Choreo (ages 13+),2023,May,2023-05,1,227.53333333333333,227.53333333333333,13.0
Instructor_53,KPOP Original Choreo (ages 13+),2023,November,2023-11,1,138.51666666666665,138.51666666666665,9.0
Instructor_53,KPOP Original Choreo (ages 13+),2023,September,2023-09,1,275.5333333333333,275.5333333333333,14.0
Instructor_54,ADV.  Choreography (Ages 13+),2023,December,2023-12,2,675.2,337.6,20.5
Instructor_54,ADV.  Choreography (Ages 13+),2023,July,2023-07,1,195.2,195.2,12.0
Instructor_54,ADV.  Choreography (Ages 13+),2023,November,2023-11,1,332.65,332.65,21.0
Instructor_54,ADV.  Choreography (Ages 13+),2023,October,2023-10,3,689.0833333333334,229.69444444444446,17.0
Instructor_54,ADV.  Choreography (Ages 13+),2023,September,2023-09,2,709.2166666666667,354.60833333333335,24.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,242.75,242.75,14.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,February,2024-02,1,331.71666666666664,331.71666666666664,19.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,584.4833333333333,292.2416666666667,16.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,June,2024-06,1,377.1333333333333,377.1333333333333,20.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,March,2024-03,1,245.2375,245.2375,14.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,358.25,358.25,20.0
Instructor_54,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,103.85,103.85,6.0
Instructor_54,BEG. Choreography (Ages 13+),2023,June,2023-06,1,126.51666666666667,126.51666666666667,12.0
Instructor_54,INT. Choreography (Ages 13+),2023,April,2023-04,1,428.5,428.5,26.0
Instructor_54,INT. Choreography (Ages 13+),2023,August,2023-08,1,429.56666666666666,429.56666666666666,27.0
Instructor_54,INT. Choreography (Ages 13+),2023,February,2023-02,2,466.25,233.125,15.0
Instructor_54,INT. Choreography (Ages 13+),2023,January,2023-01,3,1122.5,374.1666666666667,22.666666666666668
Instructor_54,INT. Choreography (Ages 13+),2023,July,2023-07,2,1211.2333333333333,605.6166666666667,35.5
Instructor_54,INT. Choreography (Ages 13+),2023,June,2023-06,2,1086.2666666666667,543.1333333333333,33.0
Instructor_54,INT. Choreography (Ages 13+),2023,March,2023-03,2,653.25,326.625,19.0
Instructor_54,INT. Choreography (Ages 13+),2023,May,2023-05,3,1136.3333333333333,378.77777777777777,23.666666666666668
Instructor_54,INT. Choreography (Ages 13+),2023,October,2023-10,1,229.86666666666667,229.86666666666667,17.0
Instructor_54,INT. Choreography (Ages 13+),2023,September,2023-09,1,235.66666666666666,235.66666666666666,17.0
Instructor_54,INT. Choreography (Ages 13+),2024,August,2024-08,2,671.95,335.975,17.5
Instructor_54,INT. Choreography (Ages 13+),2024,June,2024-06,1,308.45,308.45,16.0
Instructor_54,INT. Choreography (Ages 13+),2024,May,2024-05,1,265.56666666666666,265.56666666666666,14.0
Instructor_55,CAMPBELLOCK (Ages 13+),2024,October,2024-10,1,75.0,75.0,3.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,584.2375,584.2375,31.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,383.31666666666666,383.31666666666666,21.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,963.3,481.65,25.5
Instructor_56,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,1131.5,565.75,29.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,June,2024-06,1,395.26666666666665,395.26666666666665,21.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,March,2024-03,2,928.5625,464.28125,23.5
Instructor_56,ADV.  Choreography (Ages 13+),2024,May,2024-05,2,946.2708333333334,473.1354166666667,24.5
Instructor_56,ADV.  Choreography (Ages 13+),2024,October,2024-10,1,628.4,628.4,33.0
Instructor_56,ADV.  Choreography (Ages 13+),2024,September,2024-09,1,288.1,288.1,15.0
Instructor_57,YOGA (ages 13+),2024,October,2024-10,1,17.0,17.0,1.0
Instructor_58,BEG/INT Pop Up Workshop (Ages 13+),2024,January,2024-01,1,200.0,200.0,8.0
Instructor_58,WAVING FUNDAMENTALS (13+),2024,October,2024-10,1,25.0,25.0,1.0
Instructor_59,ADV.  Choreography (Ages 13+),2024,October,2024-10,1,300.1666666666667,300.1666666666667,15.0
Instructor_6,BEG. Choreography (Ages 13+),2025,February,2025-02,1,499.0,499.0,29.0
Instructor_6,BEG. Choreography (Ages 13+),2025,January,2025-01,1,330.025,330.025,22.0
Instructor_6,BEG. Choreography (Ages 13+),2025,March,2025-03,1,158.025,158.025,12.0
Instructor_6,INT. Choreography (Ages 13+),2024,June,2024-06,1,415.06666666666666,415.06666666666666,20.0
Instructor_6,INT. Choreography (Ages 13+),2024,November,2024-11,1,143.3,143.3,7.0
Instructor_60,CAMPBELLOCK (Ages 13+),2024,September,2024-09,1,136.9,136.9,6.0
Instructor_60,WAACKING (ages 13+),2024,September,2024-09,1,166.25,166.25,7.0
Instructor_61,BEG. Choreography (Ages 13+),2024,August,2024-08,1,466.6,466.6,25.0
Instructor_62,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,1391.75,1391.75,63.0
Instructor_62,OOS Intensive: Jaylen Pea,2025,January,2025-01,3,2542.0,847.3333333333334,15.666666666666666
Instructor_62,OOS Intensive: Jaylen Pea (class only),2025,January,2025-01,1,325.0,325.0,13.0
Instructor_63,INT. Choreography (Ages 13+),2024,August,2024-08,1,376.8666666666667,376.8666666666667,19.0
Instructor_64,BEG. Choreography (Ages 13+),2023,April,2023-04,1,592.25,592.25,31.0
Instructor_64,BEG. Choreography (Ages 13+),2023,February,2023-02,2,738.75,369.375,20.5
Instructor_64,BEG. Choreography (Ages 13+),2023,January,2023-01,2,698.25,349.125,23.0
Instructor_64,BEG. Choreography (Ages 13+),2023,March,2023-03,2,730.25,365.125,20.5
Instructor_64,BEG. Choreography (Ages 13+),2024,August,2024-08,1,415.6375,415.6375,24.0
Instructor_65,INT. Choreography (Ages 13+),2023,April,2023-04,2,820.0,410.0,23.5
Instructor_65,INT. Choreography (Ages 13+),2023,August,2023-08,1,390.6333333333333,390.6333333333333,24.0
Instructor_65,INT. Choreography (Ages 13+),2023,February,2023-02,1,244.75,244.75,15.0
Instructor_65,INT. Choreography (Ages 13+),2023,January,2023-01,2,385.75,192.875,12.0
Instructor_65,INT. Choreography (Ages 13+),2023,July,2023-07,1,442.95,442.95,26.0
Instructor_65,INT. Choreography (Ages 13+),2023,June,2023-06,1,396.3333333333333,396.3333333333333,22.0
Instructor_65,INT. Choreography (Ages 13+),2023,March,2023-03,2,653.75,326.875,19.5
Instructor_65,INT. Choreography (Ages 13+),2023,May,2023-05,2,489.1,244.55,18.5
Instructor_65,INT. Choreography (Ages 13+),2024,August,2024-08,2,845.0,422.5,21.0
Instructor_65,INT. Choreography (Ages 13+),2024,February,2024-02,1,265.4583333333333,265.4583333333333,16.0
Instructor_65,INT. Choreography (Ages 13+),2024,January,2024-01,2,368.6,184.3,15.5
Instructor_65,INT. Choreography (Ages 13+),2024,July,2024-07,1,110.3,110.3,7.0
Instructor_65,INT. Choreography (Ages 13+),2024,June,2024-06,2,735.5166666666667,367.7583333333333,20.5
Instructor_65,INT. Choreography (Ages 13+),2024,March,2024-03,2,519.225,259.6125,13.5
Instructor_65,INT. Choreography (Ages 13+),2024,May,2024-05,1,260.9166666666667,260.9166666666667,13.0
Instructor_66,ADV.  Choreography (Ages 13+),2023,August,2023-08,2,794.55,397.275,23.5
Instructor_66,ADV.  Choreography (Ages 13+),2023,July,2023-07,2,756.5333333333333,378.26666666666665,24.5
Instructor_66,ADV.  Choreography (Ages 13+),2023,June,2023-06,1,457.98333333333335,457.98333333333335,28.0
Instructor_66,ADV.  Choreography (Ages 13+),2023,May,2023-05,2,1079.5833333333333,539.7916666666666,31.5
Instructor_66,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,251.23333333333332,251.23333333333332,13.0
Instructor_66,ADV.  Choreography (Ages 13+),2024,February,2024-02,2,672.1416666666667,336.0708333333333,19.0
Instructor_66,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,630.15,315.075,18.5
Instructor_66,ADV.  Choreography (Ages 13+),2024,March,2024-03,2,809.425,404.7125,22.5
Instructor_66,INT. Choreography (Ages 13+),2023,April,2023-04,1,396.5,396.5,22.0
Instructor_66,INT. Choreography (Ages 13+),2023,February,2023-02,2,537.0,268.5,16.5
Instructor_66,INT. Choreography (Ages 13+),2023,January,2023-01,2,459.5,229.75,13.5
Instructor_66,INT. Choreography (Ages 13+),2023,March,2023-03,3,928.75,309.5833333333333,18.666666666666668
Instructor_66,INT. Choreography (Ages 13+),2024,August,2024-08,1,462.25,462.25,24.0
Instructor_66,INT. Choreography (Ages 13+),2024,July,2024-07,3,1556.8541666666667,518.9513888888889,29.333333333333332
Instructor_66,INT. Choreography (Ages 13+),2024,June,2024-06,2,1002.3833333333333,501.19166666666666,28.5
Instructor_66,INT. Choreography (Ages 13+),2024,May,2024-05,2,732.9041666666667,366.45208333333335,19.5
Instructor_67,BEG. Choreography (Ages 13+),2024,June,2024-06,1,256.05,256.05,14.0
Instructor_67,Hip Hop 1A (5 - 7),2023,November,2023-11,1,43.2,43.2,2.0
Instructor_67,Hip Hop 1A (9 - 13),2023,November,2023-11,1,43.2,43.2,2.0
Instructor_67,Hip Hop 1B (6 - 8),2023,October,2023-10,3,156.6,52.199999999999996,2.6666666666666665
Instructor_67,Hip Hop 2B (9 - 13),2023,October,2023-10,1,32.4,32.4,3.0
Instructor_67,INT. Choreography (Ages 13+),2024,July,2024-07,1,309.6666666666667,309.6666666666667,16.0
Instructor_67,INT. Choreography (Ages 13+),2024,June,2024-06,2,786.9666666666667,393.48333333333335,19.5
Instructor_67,INT. Choreography (Ages 13+),2024,May,2024-05,1,319.45416666666665,319.45416666666665,15.0
Instructor_67,KPOP Dance Covers (ages 13+),2023,August,2023-08,1,1131.95,1131.95,52.0
Instructor_67,KPOP Original Choreo (ages 13+),2023,December,2023-12,1,275.31666666666666,275.31666666666666,16.0
Instructor_67,KPOP Original Choreo (ages 13+),2023,July,2023-07,2,905.8666666666666,452.9333333333333,22.0
Instructor_67,KPOP Original Choreo (ages 13+),2023,June,2023-06,1,307.8333333333333,307.8333333333333,15.0
Instructor_67,KPOP Original Choreo (ages 13+),2023,October,2023-10,2,585.3666666666667,292.68333333333334,15.5
Instructor_67,KPOP Original Choreo (ages 13+),2023,September,2023-09,2,819.1166666666667,409.55833333333334,19.5
Instructor_67,KPOP Original Choreo (ages 13+),2024,April,2024-04,2,401.45000000000005,200.72500000000002,10.5
Instructor_67,KPOP Original Choreo (ages 13+),2024,February,2024-02,1,285.43333333333334,285.43333333333334,14.0
Instructor_67,KPOP Original Choreo (ages 13+),2024,January,2024-01,1,391.0333333333333,391.0333333333333,18.0
Instructor_67,KPOP Original Choreo (ages 13+),2024,March,2024-03,2,687.5375,343.76875,17.0
Instructor_67,On One Kpop: Lights On - Dance On Event,2024,January,2024-01,1,2035.0,2035.0,83.0
Instructor_68,INT. Choreography (Ages 13+),2024,May,2024-05,1,538.1333333333333,538.1333333333333,29.0
Instructor_69,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,239.43333333333334,239.43333333333334,14.0
Instructor_69,Open Session (Ages 13+),2023,December,2023-12,1,76.5,76.5,14.0
Instructor_7,ADV.  Choreography (Ages 13+),2023,May,2023-05,1,523.8,523.8,29.0
Instructor_7,ADV.  Choreography (Ages 13+),2024,December,2024-12,1,230.16666666666666,230.16666666666666,16.0
Instructor_7,BEG. Choreography (Ages 13+),2023,April,2023-04,1,502.0,502.0,29.0
Instructor_7,BEG. Choreography (Ages 13+),2023,February,2023-02,2,1447.25,723.625,37.0
Instructor_7,BEG. Choreography (Ages 13+),2023,January,2023-01,1,282.5,282.5,16.0
Instructor_7,BEG. Choreography (Ages 13+),2023,June,2023-06,1,454.6666666666667,454.6666666666667,26.0
Instructor_7,BEG. Choreography (Ages 13+),2023,March,2023-03,1,369.5,369.5,22.0
Instructor_7,BEG. Choreography (Ages 13+),2024,February,2024-02,1,267.2916666666667,267.2916666666667,21.0
Instructor_7,Dance Improv & Freestyle,2023,February,2023-02,3,586.5,195.5,6.0
Instructor_7,Dance Improv & Freestyle,2023,January,2023-01,5,1296.0,259.2,6.4
Instructor_7,Hip Hop 1A (9 - 13),2023,April,2023-04,1,129.60000000000002,129.60000000000002,6.0
Instructor_7,Hip Hop 1A (9 - 13),2023,August,2023-08,2,86.4,43.2,4.0
Instructor_7,Hip Hop 1A (9 - 13),2023,February,2023-02,3,280.80000000000007,93.60000000000002,4.666666666666667
Instructor_7,Hip Hop 1A (9 - 13),2023,January,2023-01,3,229.8,76.60000000000001,4.666666666666667
Instructor_7,Hip Hop 1A (9 - 13),2023,July,2023-07,1,43.2,43.2,4.0
Instructor_7,Hip Hop 1A (9 - 13),2023,June,2023-06,1,36.72,36.72,5.0
Instructor_7,Hip Hop 1A (9 - 13),2023,March,2023-03,4,518.4000000000001,129.60000000000002,6.0
Instructor_7,Hip Hop 1A (9 - 13),2023,May,2023-05,4,170.64000000000001,42.660000000000004,3.5
Instructor_7,INT. Choreography (Ages 13+),2023,August,2023-08,3,1920.6333333333334,640.2111111111111,34.333333333333336
Instructor_7,INT. Choreography (Ages 13+),2023,December,2023-12,2,931.1500000000001,465.57500000000005,27.5
Instructor_7,INT. Choreography (Ages 13+),2023,July,2023-07,1,558.2333333333333,558.2333333333333,31.0
Instructor_7,INT. Choreography (Ages 13+),2023,June,2023-06,2,1115.4333333333334,557.7166666666667,31.5
Instructor_7,INT. Choreography (Ages 13+),2023,May,2023-05,2,1281.3333333333335,640.6666666666667,37.0
Instructor_7,INT. Choreography (Ages 13+),2023,November,2023-11,2,1025.7833333333333,512.8916666666667,30.5
Instructor_7,INT. Choreography (Ages 13+),2023,October,2023-10,1,535.1166666666667,535.1166666666667,32.0
Instructor_7,INT. Choreography (Ages 13+),2023,September,2023-09,1,590.75,590.75,30.0
Instructor_7,INT. Choreography (Ages 13+),2024,August,2024-08,1,382.90416666666664,382.90416666666664,20.0
Instructor_7,INT. Choreography (Ages 13+),2024,December,2024-12,2,477.8666666666667,238.93333333333334,13.5
Instructor_7,INT. Choreography (Ages 13+),2025,February,2025-02,1,523.7666666666667,523.7666666666667,34.0
Instructor_7,INT. Choreography (Ages 13+),2025,January,2025-01,2,904.2750000000001,452.13750000000005,27.5
Instructor_7,INT. Choreography (Ages 13+),2025,March,2025-03,3,1214.5583333333334,404.8527777777778,25.333333333333332
Instructor_7,KPOP Dance Covers (ages 13+),2023,April,2023-04,2,2201.75,1100.875,51.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,August,2023-08,1,1226.8666666666666,1226.8666666666666,57.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,December,2023-12,2,2223.366666666667,1111.6833333333334,51.5
Instructor_7,KPOP Dance Covers (ages 13+),2023,February,2023-02,2,2240.25,1120.125,51.5
Instructor_7,KPOP Dance Covers (ages 13+),2023,January,2023-01,2,1858.0,929.0,45.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,July,2023-07,2,2539.866666666667,1269.9333333333334,61.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,June,2023-06,3,2779.3166666666666,926.4388888888889,44.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,May,2023-05,2,1709.5666666666666,854.7833333333333,39.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,November,2023-11,2,1599.9499999999998,799.9749999999999,37.5
Instructor_7,KPOP Dance Covers (ages 13+),2023,October,2023-10,2,2076.4166666666665,1038.2083333333333,49.0
Instructor_7,KPOP Dance Covers (ages 13+),2023,September,2023-09,2,1796.7333333333333,898.3666666666667,41.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,April,2024-04,1,540.8375,540.8375,28.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,August,2024-08,1,1009.7,1009.7,48.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,December,2024-12,2,996.9000000000001,498.45000000000005,26.5
Instructor_7,KPOP Dance Covers (ages 13+),2024,February,2024-02,1,1320.1541666666667,1320.1541666666667,64.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,July,2024-07,2,2437.1,1218.55,57.5
Instructor_7,KPOP Dance Covers (ages 13+),2024,June,2024-06,1,1401.15,1401.15,64.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,March,2024-03,2,2466.9708333333333,1233.4854166666667,60.5
Instructor_7,KPOP Dance Covers (ages 13+),2024,May,2024-05,2,1994.2875,997.14375,49.5
Instructor_7,KPOP Dance Covers (ages 13+),2024,November,2024-11,1,934.3,934.3,44.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,October,2024-10,1,871.95,871.95,40.0
Instructor_7,KPOP Dance Covers (ages 13+),2024,September,2024-09,1,494.4,494.4,25.0
Instructor_7,KPOP Original Choreo (ages 13+),2023,July,2023-07,1,426.23333333333335,426.23333333333335,22.0
Instructor_7,KPOP Original Choreo (ages 13+),2023,September,2023-09,1,447.56666666666666,447.56666666666666,22.0
Instructor_7,Performance WS w/ Monica Chan,2023,August,2023-08,1,210.0,210.0,6.0
Instructor_7,Performance WS w/ Monica Chan,2023,June,2023-06,3,735.0,245.0,10.333333333333334
Instructor_70,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,643.9666666666667,643.9666666666667,30.0
Instructor_71,INT. Choreography (Ages 13+),2024,May,2024-05,1,831.0,831.0,39.0
Instructor_72,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,841.1666666666666,841.1666666666666,42.0
Instructor_73,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,316.1,316.1,18.0
Instructor_74,BEG/INT Choreography (Ages 13+),2024,April,2024-04,1,563.3,563.3,31.0
Instructor_75,INT. Choreography (Ages 13+),2024,April,2024-04,1,298.23333333333335,298.23333333333335,16.0
Instructor_76,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,374.85,374.85,21.0
Instructor_77,ADV.  Choreography (Ages 13+),2024,April,2024-04,2,607.4333333333334,303.7166666666667,15.0
Instructor_77,ADV.  Choreography (Ages 13+),2024,March,2024-03,3,826.0124999999999,275.3375,14.0
Instructor_77,PW w/ Aggie Loyola,2024,July,2024-07,3,855.0,285.0,11.666666666666666
